PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,deck,num,side
0220_03,Earth,True,TRAPPIST-1e,13.0,False,False,False,False,False,False,False,G,37.0,P
0220_04,Earth,False,TRAPPIST-1e,25.0,False,False,False,False,False,False,False,E,10.0,P
0220_05,Earth,False,TRAPPIST-1e,16.0,False,False,False,False,False,False,False,F,48.0,P
0220_06,Earth,False,55 Cancri e,1.0,False,False,False,False,False,False,False,G,37.0,P
0220_07,Earth,True,TRAPPIST-1e,15.0,False,False,False,False,False,False,True,G,37.0,P
0221_01,Mars,False,55 Cancri e,21.0,False,False,False,False,False,False,False,E,13.0,S
0221_02,Mars,False,TRAPPIST-1e,23.0,False,False,False,False,False,False,False,E,13.0,S
0221_03,Mars,False,TRAPPIST-1e,33.0,False,False,False,False,False,False,False,E,13.0,S
0221_04,Mars,True,TRAPPIST-1e,21.0,False,False,False,False,False,False,True,E,13.0,S
0221_05,Mars,False,TRAPPIST-1e,41.0,False,False,False,False,False,False,False,E,13.0,S
0221_06,Mars,False,TRAPPIST-1e,16.0,False,False,False,False,False,False,False,E,13.0,S
0221_07,Mars,True,TRAPPIST-1e,42.0,False,False,False,False,False,False,False,E,13.0,S
0222_01,Mars,False,TRAPPIST-1e,20.0,False,False,False,False,False,False,False,F,41.0,S
0222_02,Mars,True,TRAPPIST-1e,24.0,False,False,False,False,False,False,True,F,41.0,S
0222_03,Mars,True,TRAPPIST-1e,16.0,False,False,False,False,False,False,True,E,14.0,S
0223_01,Earth,False,TRAPPIST-1e,21.0,False,False,False,False,False,False,False,G,35.0,S
0224_01,Mars,False,TRAPPIST-1e,32.0,True,True,True,True,True,True,False,F,42.0,S
0225_01,Earth,True,PSO J318.5-22,58.0,False,False,False,False,False,False,True,G,38.0,P
0229_01,Earth,False,TRAPPIST-1e,24.0,False,False,False,False,False,False,False,F,43.0,S
0231_01,Mars,False,TRAPPIST-1e,30.0,False,False,False,False,False,False,False,F,44.0,S
0232_01,Earth,True,PSO J318.5-22,27.0,False,False,False,False,False,False,False,G,36.0,S
0233_01,Mars,False,TRAPPIST-1e,32.0,False,False,False,False,False,False,False,F,45.0,S
0234_01,Earth,False,TRAPPIST-1e,43.0,False,False,False,False,False,False,False,F,50.0,P
0237_01,Europa,True,TRAPPIST-1e,42.0,False,False,False,False,False,False,True,B,11.0,P
0239_01,Mars,False,TRAPPIST-1e,37.0,False,False,False,False,False,False,False,F,427.0,S
0240_01,Mars,True,TRAPPIST-1e,35.0,False,False,False,False,False,False,True,F,52.0,P
0241_01,Europa,False,55 Cancri e,33.0,False,False,False,False,False,False,False,E,11.0,P
0242_01,Earth,False,TRAPPIST-1e,18.0,False,False,False,False,False,False,False,F,46.0,S
0243_01,Earth,True,TRAPPIST-1e,21.0,False,False,False,False,False,False,False,G,37.0,S
0244_01,Mars,True,TRAPPIST-1e,43.0,False,False,False,False,False,False,True,F,427.0,S
0244_02,Mars,True,55 Cancri e,14.0,False,False,False,False,False,False,True,F,47.0,S
0245_01,Europa,False,55 Cancri e,46.0,False,False,False,False,False,False,True,C,6.0,P
0245_02,Europa,False,TRAPPIST-1e,33.0,False,False,False,False,False,False,False,C,6.0,P
0246_01,Mars,False,TRAPPIST-1e,21.0,False,False,False,False,False,False,False,D,8.0,P
0248_01,Europa,False,TRAPPIST-1e,33.0,False,False,False,False,False,False,False,C,10.0,S
0250_01,Earth,True,PSO J318.5-22,47.0,False,False,False,False,False,False,False,G,38.0,S
0251_01,Earth,True,55 Cancri e,54.0,False,False,False,False,False,False,True,C,11.0,S
0252_01,Earth,False,TRAPPIST-1e,30.0,False,False,False,False,False,False,False,F,53.0,P
0253_01,Earth,False,TRAPPIST-1e,29.0,False,False,False,False,False,False,False,G,42.0,P
0254_01,Earth,False,TRAPPIST-1e,21.0,False,False,False,False,False,False,True,F,54.0,P
0255_01,Europa,True,TRAPPIST-1e,24.0,False,False,False,False,False,False,True,A,3.0,S
0257_01,Mars,False,55 Cancri e,21.0,False,False,False,False,False,False,False,F,49.0,S
0257_02,Mars,True,TRAPPIST-1e,60.0,False,False,False,False,False,False,True,F,49.0,S
0258_01,Earth,False,TRAPPIST-1e,22.0,False,False,False,False,False,False,False,F,50.0,S
0260_01,Europa,False,TRAPPIST-1e,26.0,False,False,False,False,False,False,False,E,16.0,S
0261_01,Earth,False,TRAPPIST-1e,26.0,False,False,False,False,False,False,False,F,56.0,P
0263_01,Earth,True,TRAPPIST-1e,28.0,False,False,False,False,False,False,True,G,43.0,P
0265_01,Europa,True,TRAPPIST-1e,39.0,False,False,False,False,False,False,True,D,8.0,S
0267_01,Earth,False,TRAPPIST-1e,13.0,False,False,False,False,False,False,False,F,51.0,S
0269_01,Earth,False,55 Cancri e,47.0,False,False,False,False,False,False,True,F,52.0,S
0270_01,Earth,False,TRAPPIST-1e,63.0,False,False,False,False,False,False,False,F,59.0,P
0275_01,Europa,True,55 Cancri e,27.0,False,False,False,False,False,False,True,D,9.0,S
0277_01,Earth,False,55 Cancri e,50.0,False,False,False,False,False,False,True,F,61.0,P
0278_01,Earth,False,TRAPPIST-1e,35.0,False,False,False,False,False,False,False,F,427.0,S
0278_02,Earth,False,TRAPPIST-1e,45.0,False,False,False,False,False,False,False,G,45.0,P
0281_01,Earth,False,TRAPPIST-1e,19.0,False,False,False,False,False,False,True,F,63.0,P
0282_01,Earth,False,TRAPPIST-1e,21.0,False,False,False,False,False,False,True,F,54.0,S
0283_01,Earth,True,PSO J318.5-22,29.0,False,False,False,False,False,False,True,G,46.0,P
0283_02,Earth,False,TRAPPIST-1e,22.0,False,False,False,False,False,False,True,F,64.0,P
0285_01,Europa,True,TRAPPIST-1e,14.0,False,False,False,False,False,False,True,E,16.0,P
0285_02,Europa,True,55 Cancri e,42.0,False,False,False,False,False,False,True,E,16.0,P
0286_01,Earth,False,55 Cancri e,57.0,False,False,False,False,False,False,False,F,65.0,P
0287_01,Europa,True,55 Cancri e,39.0,False,False,False,False,False,False,True,F,427.0,S
0287_02,Europa,False,TRAPPIST-1e,28.0,False,False,False,False,False,False,False,B,12.0,P
0288_01,Earth,False,55 Cancri e,19.0,False,False,False,False,False,False,False,F,55.0,S
0289_01,Europa,True,55 Cancri e,19.0,False,False,False,False,False,False,True,C,12.0,S
0290_01,Europa,False,55 Cancri e,26.0,False,False,False,False,False,False,True,B,7.0,S
0290_02,Europa,True,TRAPPIST-1e,17.0,False,False,False,False,False,False,True,B,7.0,S
0290_03,Europa,False,TRAPPIST-1e,43.0,False,False,False,False,False,False,True,B,7.0,S
0290_04,Europa,False,55 Cancri e,9.0,False,False,False,False,False,False,True,B,7.0,S
0291_01,Europa,False,TRAPPIST-1e,40.0,False,False,False,False,False,False,True,D,10.0,S
0294_01,Europa,True,TRAPPIST-1e,50.0,False,False,False,False,False,False,True,B,8.0,S
0297_01,Earth,False,TRAPPIST-1e,24.0,False,False,False,False,False,False,True,G,47.0,P
0298_01,Europa,True,55 Cancri e,57.0,False,False,False,False,False,False,True,A,3.0,P
0301_01,Earth,True,TRAPPIST-1e,16.0,False,False,False,False,False,False,False,F,427.0,S
0302_01,Earth,False,TRAPPIST-1e,23.0,False,False,False,False,False,False,False,F,67.0,P
0303_01,Earth,True,TRAPPIST-1e,23.0,False,False,False,False,False,False,True,G,41.0,S
0304_01,Europa,False,TRAPPIST-1e,28.0,False,False,False,False,False,False,False,E,18.0,S
0305_01,Europa,False,55 Cancri e,23.0,False,False,False,False,False,False,False,C,7.0,P
0306_01,Earth,False,TRAPPIST-1e,23.0,False,False,False,False,False,False,False,E,19.0,S
0307_01,Earth,False,TRAPPIST-1e,18.0,False,False,False,False,False,False,True,F,59.0,S
0309_01,Earth,False,TRAPPIST-1e,18.0,False,False,False,False,False,False,False,F,60.0,S
0310_01,Europa,False,TRAPPIST-1e,67.0,False,False,False,False,False,False,False,F,427.0,S
0313_01,Earth,False,PSO J318.5-22,60.0,False,False,False,False,False,False,True,F,68.0,P
0313_02,Earth,True,55 Cancri e,27.0,False,False,False,False,False,False,True,G,50.0,P
0313_03,Earth,False,55 Cancri e,49.0,False,False,False,False,False,False,True,F,68.0,P
0313_04,Earth,False,55 Cancri e,0.0,False,False,False,False,False,False,True,G,50.0,P
0314_01,Earth,False,55 Cancri e,26.0,False,False,False,False,False,False,False,G,51.0,P
0315_01,Earth,True,PSO J318.5-22,35.0,False,False,False,False,False,False,True,G,42.0,S
0316_01,Europa,False,TRAPPIST-1e,24.0,False,False,False,False,False,False,True,B,9.0,S
0316_02,Europa,True,TRAPPIST-1e,20.0,False,False,False,False,False,False,True,B,9.0,S
0320_01,Earth,False,TRAPPIST-1e,18.0,False,False,False,False,False,False,False,G,44.0,S
0320_02,Earth,False,TRAPPIST-1e,21.0,False,False,False,False,False,False,False,G,44.0,S
0321_01,Earth,False,TRAPPIST-1e,59.0,True,True,True,True,True,True,False,F,61.0,S
