PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,num,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,deck_T,side_S
0061_01,0.27848101265822783,False,False,False,False,False,False,0.006335797254487856,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0062_01,0.7848101265822784,False,False,False,False,False,False,0.006863780359028511,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0064_01,0.18987341772151897,False,False,False,False,False,True,0.007391763463569165,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0064_02,0.4177215189873418,False,False,False,False,False,True,0.001583949313621964,False,False,True,False,True,False,False,False,False,True,False,False,False,True
0066_01,0.7848101265822784,False,False,False,False,False,False,0.003167898627243928,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0067_01,0.0,False,False,False,False,False,True,0.005279831045406547,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0067_02,0.22784810126582278,False,False,False,False,False,True,0.005279831045406547,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0067_03,0.26582278481012656,False,False,False,False,False,False,0.00791974656810982,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0068_01,0.34177215189873417,False,False,False,False,False,False,0.0021119324181626186,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0069_01,0.5316455696202531,False,False,False,False,False,True,0.008447729672650475,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0070_01,0.24050632911392406,False,False,False,False,False,False,0.006863780359028511,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0071_01,0.21518987341772153,False,False,False,False,False,False,0.007391763463569165,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0072_01,0.17721518987341772,False,False,False,False,False,False,0.00897571277719113,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0073_01,0.46835443037974683,False,False,False,False,False,False,0.001583949313621964,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0074_01,0.5316455696202531,False,False,False,False,False,True,0.001583949313621964,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0076_01,0.34177215189873417,False,False,False,False,False,True,0.009503695881731784,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0077_01,0.35443037974683544,False,False,False,False,False,True,0.00791974656810982,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0078_01,0.4810126582278481,False,False,False,False,False,False,0.0021119324181626186,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0081_01,0.16455696202531644,False,False,False,False,False,False,0.006863780359028511,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0082_01,0.5316455696202531,False,False,False,False,False,False,0.008447729672650475,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0082_02,0.02531645569620253,False,False,False,False,False,True,0.008447729672650475,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0082_03,0.10126582278481013,False,False,False,False,False,True,0.008447729672650475,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0084_01,0.3037974683544304,False,False,False,False,False,True,0.007391763463569165,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0085_01,0.5063291139240507,False,False,False,False,False,True,0.0026399155227032735,True,False,True,False,True,False,False,True,False,False,False,False,False,True
0086_01,0.5443037974683544,False,False,False,False,False,False,0.00897571277719113,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0088_01,0.569620253164557,False,False,False,False,False,True,0.0026399155227032735,False,True,True,True,False,False,False,False,False,True,False,False,False,True
0090_01,0.4430379746835443,False,False,False,False,False,True,0.00791974656810982,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0091_01,0.3291139240506329,False,False,False,False,False,True,0.008447729672650475,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0091_02,0.34177215189873417,False,False,False,False,False,False,0.010559662090813094,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0092_01,0.24050632911392406,False,False,False,False,False,False,0.004751847940865892,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0092_02,0.0,False,False,False,False,False,True,0.004751847940865892,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0092_03,0.0379746835443038,False,False,False,False,False,True,0.004751847940865892,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0097_01,0.6835443037974683,False,False,False,False,False,False,0.0010559662090813093,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0098_01,0.3291139240506329,False,False,False,False,False,False,0.005807814149947201,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0098_02,0.3291139240506329,False,False,False,False,False,True,0.005807814149947201,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0099_01,0.2911392405063291,False,False,False,False,False,False,0.01003167898627244,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0099_02,0.02531645569620253,False,False,False,False,False,True,0.006335797254487856,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0101_01,0.3924050632911392,False,False,False,False,False,True,0.22544878563885953,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0102_01,0.22784810126582278,False,False,False,False,False,False,0.012143611404435057,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0103_01,0.3037974683544304,False,False,False,False,False,True,0.012671594508975712,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0103_02,0.11392405063291139,False,False,False,False,False,True,0.009503695881731784,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0103_03,0.0759493670886076,False,False,False,False,False,False,0.009503695881731784,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0105_01,0.34177215189873417,False,False,False,False,False,False,0.011087645195353747,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0107_01,0.26582278481012656,False,False,False,False,False,False,0.0010559662090813093,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0108_01,0.2911392405063291,False,False,False,False,False,False,0.01003167898627244,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0108_02,0.3924050632911392,False,False,False,False,False,False,0.01003167898627244,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0108_03,0.0,False,False,False,False,False,True,0.01003167898627244,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0110_01,0.4050632911392405,False,False,False,False,False,False,0.22544878563885953,True,False,False,False,True,False,False,False,False,False,True,False,False,True
0110_02,0.5063291139240507,False,False,False,False,False,False,0.0026399155227032735,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0110_03,0.5316455696202531,False,False,False,False,False,True,0.0026399155227032735,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0110_04,0.35443037974683544,False,False,False,False,False,True,0.0026399155227032735,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0111_01,0.3670886075949367,False,False,False,False,False,True,0.003167898627243928,True,False,True,False,True,False,False,False,False,True,False,False,False,True
0112_01,0.6075949367088608,True,True,True,True,True,True,0.0005279831045406547,True,False,False,False,False,True,True,False,False,False,False,False,False,True
0113_01,0.810126582278481,False,False,False,False,False,True,0.012143611404435057,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0114_01,0.34177215189873417,False,False,False,False,False,False,0.010559662090813094,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0115_01,0.3291139240506329,False,False,False,False,False,True,0.012671594508975712,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0116_01,0.4177215189873418,False,False,False,False,False,True,0.0021119324181626186,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0119_01,0.49367088607594933,False,False,False,False,False,False,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0119_02,0.16455696202531644,False,False,False,False,False,True,0.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False
0120_01,0.3037974683544304,False,False,False,False,False,True,0.013199577613516367,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0122_01,0.3670886075949367,False,False,False,False,False,False,0.011087645195353747,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0123_01,0.22784810126582278,False,False,False,False,False,False,0.014255543822597676,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0126_01,0.8481012658227848,False,False,False,False,False,True,0.014255543822597676,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0127_01,0.4430379746835443,False,False,False,False,False,False,0.0036958817317845824,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0128_01,0.7721518987341772,True,True,True,True,True,False,0.001583949313621964,False,True,False,False,True,True,False,False,True,False,False,False,False,True
0128_02,0.569620253164557,False,False,False,False,False,False,0.004223864836325237,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0129_01,0.27848101265822783,False,False,False,False,False,True,0.011615628299894402,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0133_01,0.24050632911392406,False,False,False,False,False,True,0.015311510031678984,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0133_02,0.45569620253164556,False,False,False,False,False,False,0.0026399155227032735,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0134_01,0.24050632911392406,False,False,False,False,False,True,0.00897571277719113,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0136_01,0.5949367088607594,False,False,False,False,False,False,0.012143611404435057,False,False,False,True,False,False,False,False,False,False,False,True,False,True
0138_01,0.16455696202531644,False,False,False,False,False,True,0.009503695881731784,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0138_02,0.43037974683544306,False,False,False,False,False,False,0.0026399155227032735,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0139_01,0.4430379746835443,False,False,False,False,False,True,0.003167898627243928,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0140_01,0.3037974683544304,False,False,False,False,False,True,0.01003167898627244,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0140_02,0.3291139240506329,False,False,False,False,False,False,0.015311510031678984,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0141_01,0.3924050632911392,False,False,False,False,False,False,0.01583949313621964,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0144_01,0.25316455696202533,False,False,False,False,False,True,0.016367476240760296,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0146_01,0.7088607594936709,False,False,False,False,False,False,0.013199577613516367,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0147_01,0.6329113924050633,False,False,False,False,False,True,0.013727560718057022,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0148_01,0.5316455696202531,False,False,False,False,False,False,0.016367476240760296,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0149_01,0.34177215189873417,False,False,False,False,False,True,0.014255543822597676,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0151_01,0.4810126582278481,False,False,False,False,False,False,0.010559662090813094,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0152_01,0.5189873417721519,False,False,False,False,False,False,0.01689545934530095,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0160_01,0.27848101265822783,False,False,False,False,False,False,0.011615628299894402,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0163_01,0.3291139240506329,False,False,False,False,False,True,0.004223864836325237,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0163_02,0.21518987341772153,False,False,False,False,False,True,0.004223864836325237,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0164_01,0.7215189873417721,False,False,False,False,False,True,0.01478352692713833,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0164_02,0.21518987341772153,False,False,False,False,False,False,0.01478352692713833,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0165_01,0.4430379746835443,False,False,False,False,False,True,0.019535374868004222,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0167_01,0.16455696202531644,False,False,False,False,False,True,0.018479408658922912,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0167_02,0.34177215189873417,False,False,False,False,False,False,0.018479408658922912,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0169_01,0.3924050632911392,False,False,False,False,False,False,0.012143611404435057,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0170_01,0.3037974683544304,False,False,False,False,False,False,0.005279831045406547,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0171_01,0.24050632911392406,False,False,False,False,False,True,0.01583949313621964,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0172_01,0.4050632911392405,False,False,False,False,False,True,0.012671594508975712,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0173_01,0.7341772151898734,False,False,False,False,False,True,0.005807814149947201,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0174_01,0.26582278481012656,False,False,False,False,False,False,0.02006335797254488,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0177_01,0.4810126582278481,False,False,False,False,False,False,0.0010559662090813093,True,False,False,False,True,False,True,False,False,False,False,False,False,True
0178_01,0.4810126582278481,False,False,False,False,False,False,0.003167898627243928,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0179_01,0.24050632911392406,False,False,False,False,False,True,0.013727560718057022,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0179_02,0.0,False,False,False,False,False,False,0.013727560718057022,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0179_03,0.0379746835443038,False,False,False,False,False,True,0.013727560718057022,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0181_01,0.25316455696202533,False,False,False,False,False,False,0.014255543822597676,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0182_01,0.3037974683544304,False,False,False,False,False,True,0.001583949313621964,True,False,True,False,True,False,False,True,False,False,False,False,False,False
0183_01,0.46835443037974683,False,False,False,False,False,True,0.01900739176346357,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0186_01,0.31645569620253167,False,False,False,False,False,False,0.01478352692713833,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0188_01,0.7088607594936709,False,False,False,False,False,True,0.016367476240760296,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0189_01,0.620253164556962,False,False,False,False,False,False,0.004223864836325237,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0190_01,0.13924050632911392,False,False,False,False,False,False,0.01689545934530095,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0192_01,0.012658227848101266,False,False,False,False,False,True,0.015311510031678984,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0192_02,0.10126582278481013,False,False,False,False,False,False,0.015311510031678984,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0192_03,0.49367088607594933,False,False,False,False,False,False,0.015311510031678984,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0193_01,0.02531645569620253,False,False,False,False,False,True,0.02164730728616684,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0193_02,0.2911392405063291,False,False,False,False,False,False,0.02164730728616684,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0193_03,0.0,False,False,False,False,False,True,0.02164730728616684,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0195_01,0.49367088607594933,False,False,False,False,False,True,0.022175290390707494,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0196_01,0.31645569620253167,False,False,False,False,False,False,0.0026399155227032735,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0197_01,0.45569620253164556,False,False,False,False,False,False,0.0026399155227032735,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0198_01,0.6582278481012658,False,False,False,False,False,True,0.01583949313621964,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0199_01,0.22784810126582278,False,False,False,False,False,False,0.017423442449841602,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0200_01,0.18987341772151897,False,False,False,False,False,True,0.016367476240760296,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0201_01,0.4430379746835443,False,False,False,False,False,True,0.001583949313621964,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0201_02,0.5949367088607594,False,False,False,False,False,True,0.001583949313621964,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0202_01,0.569620253164557,False,False,False,False,False,True,0.004751847940865892,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0202_02,0.34177215189873417,False,False,False,False,False,True,0.0010559662090813093,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0203_01,0.6455696202531646,False,False,False,False,False,True,0.004223864836325237,True,False,True,False,True,False,False,True,False,False,False,False,False,True
0205_01,0.3670886075949367,False,False,False,False,False,False,0.01795142555438226,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0206_01,0.34177215189873417,False,False,False,False,False,True,0.004751847940865892,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0207_01,0.24050632911392406,False,False,False,False,False,False,0.01689545934530095,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0210_01,0.3037974683544304,False,False,False,False,False,True,0.003167898627243928,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0211_01,0.3670886075949367,False,False,False,False,False,True,0.023231256599788804,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0211_02,0.13924050632911392,False,False,False,False,False,True,0.023231256599788804,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0211_03,0.21518987341772153,False,False,False,False,False,False,0.023231256599788804,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0212_01,0.16455696202531644,False,False,False,False,False,False,0.004751847940865892,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0212_02,0.4430379746835443,False,False,False,False,False,False,0.02375923970432946,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0213_01,0.26582278481012656,False,False,False,False,False,False,0.024287222808870114,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0216_01,0.26582278481012656,False,False,False,False,False,False,0.021119324181626188,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0217_01,0.4810126582278481,False,False,False,False,False,False,0.02481520591341077,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0219_01,0.24050632911392406,False,False,False,False,False,True,0.01900739176346357,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0220_01,0.02531645569620253,False,False,False,False,False,True,0.019535374868004222,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0220_02,0.0,False,False,False,False,False,True,0.019535374868004222,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0220_03,0.16455696202531644,False,False,False,False,False,False,0.019535374868004222,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0220_04,0.31645569620253167,False,False,False,False,False,False,0.005279831045406547,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0220_05,0.20253164556962025,False,False,False,False,False,False,0.025343189017951424,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0220_06,0.012658227848101266,False,False,False,False,False,False,0.019535374868004222,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0220_07,0.18987341772151897,False,False,False,False,False,True,0.019535374868004222,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0221_01,0.26582278481012656,False,False,False,False,False,False,0.006863780359028511,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0221_02,0.2911392405063291,False,False,False,False,False,False,0.006863780359028511,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0221_03,0.4177215189873418,False,False,False,False,False,False,0.006863780359028511,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0221_04,0.26582278481012656,False,False,False,False,False,True,0.006863780359028511,False,True,True,False,True,False,False,False,False,True,False,False,False,True
0221_05,0.5189873417721519,False,False,False,False,False,False,0.006863780359028511,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0221_06,0.20253164556962025,False,False,False,False,False,False,0.006863780359028511,False,True,False,False,True,False,False,False,False,True,False,False,False,True
0221_07,0.5316455696202531,False,False,False,False,False,False,0.006863780359028511,False,True,True,False,True,False,False,False,False,True,False,False,False,True
0222_01,0.25316455696202533,False,False,False,False,False,False,0.02164730728616684,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0222_02,0.3037974683544304,False,False,False,False,False,True,0.02164730728616684,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0222_03,0.20253164556962025,False,False,False,False,False,True,0.007391763463569165,False,True,True,False,True,False,False,False,False,True,False,False,False,True
0223_01,0.26582278481012656,False,False,False,False,False,False,0.018479408658922912,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0224_01,0.4050632911392405,True,True,True,True,True,False,0.022175290390707494,False,True,False,False,True,True,False,False,False,False,True,False,False,True
0225_01,0.7341772151898734,False,False,False,False,False,True,0.02006335797254488,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0229_01,0.3037974683544304,False,False,False,False,False,False,0.02270327349524815,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0231_01,0.37974683544303794,False,False,False,False,False,False,0.023231256599788804,False,True,False,False,True,False,False,False,False,False,True,False,False,True
